date,Max Temp,Avg Temp,Min Temp,
23/06/2017,77,68.7,63,
24/06/2017,68,63.4,59,
25/06/2017,72,66,63,
26/06/2017,73,66.4,61,
27/06/2017,68,62.7,55,
28/06/2017,72,65.9,61,
29/06/2017,72,64.5,57,
30/06/2017,70,64.2,55,
1/7/2017,64,61.3,57,
2/7/2017,66,61.2,57,
3/7/2017,73,62.8,46,
4/7/2017,77,66.9,59,
5/7/2017,79,69.7,57,
6/7/2017,79,69.6,57,
7/7/2017,81,72.4,63,
8/7/2017,79,68.8,61,
9/7/2017,79,67.7,55,
10/7/2017,79,67.9,63,
11/7/2017,72,65.1,59,
12/7/2017,68,62.3,57,
13/07/2017,70,60.9,46,
14/07/2017,70,62.9,52,
15/07/2017,72,64.8,57,
16/07/2017,73,67.2,63,
17/07/2017,75,68.5,63,
18/07/2017,82,71.2,59,
19/07/2017,84,74.7,64,
20/07/2017,79,68.4,61,
21/07/2017,77,66.5,55,
22/07/2017,73,67,57,
23/07/2017,68,61.5,55,
24/07/2017,66,61.2,57,
25/07/2017,68,63.4,59,
26/07/2017,75,66.8,57,
27/07/2017,72,66.2,61,
28/07/2017,70,62.9,57,
29/07/2017,75,69.3,63,
30/07/2017,73,69.2,63,
31/07/2017,75,67,55,
1/8/2017,75,66.7,57,
2/8/2017,72,65,59,
3/8/2017,75,67.8,63,
4/8/2017,73,67.3,63,
5/8/2017,72,63.5,57,
6/8/2017,72,62.8,50,
7/8/2017,75,63.9,50,
8/8/2017,63,61,59,
9/8/2017,72,63.7,57,
10/8/2017,64,60.9,55,
11/8/2017,72,64.1,59,
12/8/2017,70,62.6,57,
13/08/2017,72,63.3,55,
14/08/2017,79,66.2,54,
15/08/2017,73,64.7,57,
16/08/2017,75,64.6,52,
17/08/2017,70,64.4,55,
18/08/2017,72,65.1,59,
19/08/2017,68,60.6,55,
20/08/2017,68,61,55,
21/08/2017,68,62.4,52,
22/08/2017,77,67.5,55,
23/08/2017,82,70.1,55,
24/08/2017,73,65.7,57,
25/08/2017,75,65.7,54,
26/08/2017,79,69.2,61,
27/08/2017,79,69.5,61,
28/08/2017,82,70.3,57,
29/08/2017,90,74.1,57,
30/08/2017,75,68.2,57,
31/08/2017,68,60.7,55,
1/9/2017,68,58.2,48,
2/9/2017,68,60.2,54,
3/9/2017,68,58.2,46,
4/9/2017,70,59.2,52,
5/9/2017,73,67.3,61,
6/9/2017,66,62.3,59,
7/9/2017,66,60.9,57,
8/9/2017,63,60.4,59,
9/9/2017,63,58.1,54,
10/9/2017,63,57.1,50,
11/9/2017,63,58.7,55,
12/9/2017,64,57.8,54,
13/09/2017,64,59.9,54,
14/09/2017,55,53.6,52,
15/09/2017,61,54.9,50,
16/09/2017,59,50.9,45,
17/09/2017,63,52.4,39,
18/09/2017,61,54.2,50,
19/09/2017,63,56.6,52,
20/09/2017,64,57.4,50,
21/09/2017,68,56.6,45,
22/09/2017,66,55.6,46,
23/09/2017,64,52,41,
24/09/2017,68,54.7,43,
25/09/2017,66,56.4,48,
26/09/2017,66,57.7,50,
27/09/2017,68,58,48,
28/09/2017,68,62.1,55,
29/09/2017,77,63.7,52,
30/09/2017,64,57.7,50,
1/10/2017,63,57.9,50,
2/10/2017,66,61.6,55,
3/10/2017,63,56.4,52,
4/10/2017,59,55.7,52,
5/10/2017,59,56,50,
6/10/2017,57,53.3,50,
7/10/2017,55,52.8,50,
8/10/2017,59,55.4,54,
9/10/2017,61,56,50,
10/10/2017,64,58.4,55,
11/10/2017,61,58.5,55,
12/10/2017,64,58.9,54,
13/10/2017,66,60.6,48,
14/10/2017,70,60.4,50,
15/10/2017,75,61.6,46,
16/10/2017,79,68.2,57,
17/10/2017,64,59.6,55,
18/10/2017,70,59,50,
19/10/2017,72,60.8,50,
20/10/2017,64,58.3,54,
21/10/2017,64,56.8,50,
22/10/2017,55,52.1,50,
23/10/2017,59,54,50,
24/10/2017,64,59.8,55,
25/10/2017,63,60.3,57,
26/10/2017,63,57.6,52,
27/10/2017,59,55,50,
28/10/2017,59,51.8,48,
29/10/2017,59,54.2,48,
30/10/2017,52,48.3,43,
31/10/2017,52,49.5,46,
1/11/2017,57,51.1,46,
2/11/2017,57,50.8,46,
3/11/2017,57,49.8,43,
4/11/2017,57,50.5,43,
5/11/2017,52,46.3,43,
6/11/2017,52,43,30,
7/11/2017,48,36.8,28,
8/11/2017,45,42,34,
9/11/2017,52,47.4,45,
10/11/2017,54,48.9,46,
11/11/2017,48,45.1,41,
12/11/2017,48,43.2,41,
13/11/2017,52,44.8,36,
14/11/2017,48,45.3,39,
15/11/2017,50,47.6,46,
16/11/2017,52,48.8,46,
17/11/2017,52,44,36,
18/11/2017,48,44.1,36,
19/11/2017,48,43.5,39,
20/11/2017,54,44.9,39,
21/11/2017,54,52.8,52,
22/11/2017,57,53.4,52,
23/11/2017,61,54.4,48,
24/11/2017,50,46.3,41,
25/11/2017,45,40.1,37,
26/11/2017,46,40.7,37,
27/11/2017,48,44,39,
28/11/2017,45,41,37,
29/11/2017,43,37.5,34,
30/11/2017,39,36.1,34,
1/12/2017,37,33.1,25,
2/12/2017,32,30,28,
3/12/2017,39,34.8,30,
4/12/2017,48,43.2,39,
5/12/2017,46,43.7,39,
6/12/2017,46,45.4,45,
7/12/2017,45,42.8,39,
8/12/2017,43,38.7,36,
9/12/2017,39,35.6,34,
10/12/2017,46,37.6,32,
11/12/2017,37,33.3,30,
12/12/2017,37,34.9,34,
13/12/2017,46,40.9,36,
14/12/2017,41,39.1,34,
15/12/2017,41,38.4,36,
16/12/2017,41,38.2,34,
17/12/2017,43,37.3,34,
18/12/2017,46,44.5,39,
19/12/2017,43,40,34,
20/12/2017,46,45.3,43,
21/12/2017,50,48.2,46,
22/12/2017,50,48.9,48,
23/12/2017,50,48.9,48,
24/12/2017,52,49.5,48,
25/12/2017,48,45.5,41,
26/12/2017,45,43.4,41,
27/12/2017,46,42.3,37,
28/12/2017,41,38.3,36,
29/12/2017,45,37.7,32,
30/12/2017,55,50,39,
31/12/2017,57,53.1,48,
1/1/2018,48,44.6,43,
2/1/2018,50,45,43,
3/1/2018,54,49.5,46,
4/1/2018,55,47.9,45,
5/1/2018,50,46.8,43,
6/1/2018,43,40.9,34,
7/1/2018,41,36.7,34,
8/1/2018,41,37.7,36,
9/1/2018,43,37.3,30,
10/1/2018,46,45.2,41,
11/1/2018,46,43,37,
12/1/2018,45,43.4,41,
13/01/2018,43,39.4,36,
14/01/2018,43,37.5,34,
15/01/2018,48,41.3,30,
16/01/2018,45,43.7,41,
17/01/2018,43,40.9,37,
18/01/2018,54,42.2,0,
19/01/2018,43,39,37,
20/01/2018,39,36.8,36,
21/01/2018,41,38,34,
22/01/2018,50,45.7,37,
23/01/2018,54,48.5,45,
24/01/2018,59,54.6,46,
25/01/2018,50,46.9,45,
26/01/2018,46,43.6,36,
27/01/2018,43,42.9,41,
28/01/2018,54,49.9,43,
29/01/2018,52,50.6,45,
30/01/2018,48,41.5,34,
31/01/2018,50,45.6,39,
1/2/2018,43,38.6,36,
2/2/2018,43,39.4,37,
3/2/2018,39,37.2,36,
4/2/2018,37,34.6,32,
5/2/2018,39,33.4,30,
6/2/2018,34,29.7,27,
7/2/2018,36,30.1,25,
8/2/2018,41,33.8,25,
9/2/2018,36,33.2,30,
10/2/2018,45,39.3,34,
11/2/2018,45,40.3,36,
12/2/2018,43,38.1,36,
13/02/2018,45,35.2,28,
14/02/2018,43,34.4,21,
15/02/2018,50,42.3,37,
16/02/2018,46,38.8,30,
17/02/2018,46,35.2,28,
18/02/2018,46,33.3,23,
19/02/2018,41,34.6,27,
20/02/2018,43,36.8,32,
21/02/2018,41,34,28,
22/02/2018,41,33.5,27,
23/02/2018,39,32.3,28,
24/02/2018,41,32.5,25,
25/02/2018,36,29.6,25,
26/02/2018,32,26.4,23,
27/02/2018,32,25.6,21,
28/02/2018,28,22.9,19,
1/3/2018,36,26.3,19,
2/3/2018,30,26.9,25,
3/3/2018,41,32.3,27,
4/3/2018,52,41,30,
5/3/2018,54,44.6,37,
6/3/2018,52,43.6,34,
7/3/2018,46,41.7,37,
8/3/2018,48,42.1,37,
9/3/2018,50,44.4,39,
10/3/2018,59,52.6,45,
11/3/2018,61,52.1,45,
12/3/2018,55,49.9,39,
13/03/2018,48,44,41,
14/03/2018,55,44.3,32,
15/03/2018,48,44.1,41,
16/03/2018,50,43.5,37,
17/03/2018,37,29.9,28,
18/03/2018,34,30.4,28,
19/03/2018,39,32.3,28,
20/03/2018,46,38.3,28,
21/03/2018,46,38.7,27,
22/03/2018,45,42.4,39,
23/03/2018,45,43.3,39,
24/03/2018,54,46.3,41,
25/03/2018,55,45.8,36,
26/03/2018,52,43.6,34,
27/03/2018,48,42.5,34,
28/03/2018,46,44.1,39,
29/03/2018,52,45.1,39,
30/03/2018,57,47.4,37,
31/03/2018,55,41.8,28.6,
1/4/2018,46,43.3,39,
2/4/2018,59,47.5,36,
3/4/2018,63,55.5,50,
4/4/2018,59,51.9,46,
5/4/2018,50,45.4,36,
6/4/2018,61,46.4,30,
7/4/2018,72,56.8,41,
8/4/2018,73,61.4,50,
9/4/2018,63,57.2,52,
10/4/2018,66,57.9,48,
11/4/2018,57,53.4,48,
12/4/2018,55,51,43,
13/04/2018,59,50.9,39,
14/04/2018,64,53.6,39,
15/04/2018,64,57.8,48,
16/04/2018,61,54.5,45,
17/04/2018,70,56.2,41,
18/04/2018,77,61.6,45,
19/04/2018,82,67.8,50,
20/04/2018,79,66.3,54,
21/04/2018,73,62.5,46,
22/04/2018,81,65.7,50,
23/04/2018,64,57.9,50,
24/04/2018,61,54.5,48,
25/04/2018,59,55.1,50,
26/04/2018,59,52.4,48,
27/04/2018,63,53,39,
28/04/2018,59,55.7,48,
29/04/2018,54,50.5,45,
30/04/2018,55,49.7,43,
1/5/2018,57,49,41,
2/5/2018,63,53,39,
3/5/2018,61,53.5,46,
4/5/2018,66,55.4,43,
5/5/2018,73,61.3,48,
6/5/2018,81,66.1,50,
7/5/2018,79,67,52,
8/5/2018,81,68.8,50,
9/5/2018,72,64.4,57,
10/5/2018,63,55.9,50,
11/5/2018,68,55.2,39,
12/5/2018,75,62.6,48,
13/05/2018,63,55.7,54,
14/05/2018,68,57.5,52,
15/05/2018,77,65.7,54,
16/05/2018,68,61,55,
17/05/2018,63,54,48,
18/05/2018,61,52.2,45,
19/05/2018,55,51,46,
20/05/2018,75,59.7,46,
21/05/2018,77,63.5,52,
22/05/2018,75,63.7,54,
23/05/2018,73,65,57,
24/05/2018,75,65.8,57,
25/05/2018,77,66.8,57,
26/05/2018,82,72.7,61,
27/05/2018,79,72,64,
28/05/2018,84,74.3,63,
29/05/2018,81,73.3,68,
30/05/2018,81,71.6,59,
31/05/2018,79,70.6,63,
1/6/2018,68,64.3,61,
2/6/2018,68,63.1,59,
3/6/2018,77,67.6,57,
4/6/2018,75,67.1,59,
5/6/2018,70,62.9,59,
6/6/2018,82,68.8,54,
7/6/2018,77,69.5,64,
8/6/2018,73,66.3,61,
9/6/2018,79,69.1,63,
10/6/2018,77,68.9,61,
11/6/2018,75,66.3,57,
12/6/2018,68,60.2,55,
13/06/2018,66,59.6,54,
14/06/2018,68,60.8,50,
15/06/2018,75,65.2,54,
16/06/2018,72,64.1,57,
17/06/2018,64,61.2,57,
18/06/2018,68,63.7,61,
19/06/2018,70,64.2,59,
20/06/2018,81,69.9,63,
21/06/2018,68,60.3,54,
22/06/2018,63,55.9,50,
23/06/2018,70,59.9,48,
24/06/2018,68,61.3,54,
25/06/2018,73,64.3,57,
26/06/2018,75,64,52,
27/06/2018,81,68.1,55,
28/06/2018,82,72.9,61,
29/06/2018,82,72.3,61,
30/06/2018,86,72,57,
1/7/2018,84,74.1,64,
2/7/2018,82,72.2,57,
3/7/2018,86,72.4,59,
4/7/2018,82,71.9,61,
5/7/2018,79,70.9,63,
6/7/2018,82,72.1,61,
7/7/2018,81,72.1,61,
8/7/2018,81,69.5,59,
9/7/2018,77,68,59,
10/7/2018,64,61.2,59,
11/7/2018,73,65.8,57,
12/7/2018,77,67.8,61,
13/07/2018,79,68,59,
14/07/2018,82,70.2,57,
15/07/2018,86,73.5,59,
16/07/2018,86,72.6,57,
17/07/2018,79,69.3,64,
18/07/2018,77,67.1,54,
19/07/2018,79,69.8,57,
20/07/2018,79,69.8,59,
21/07/2018,79,72.4,66,
22/07/2018,81,72.1,61,
23/07/2018,86,77.5,68,
24/07/2018,88,78.9,64,
25/07/2018,90,80.5,72,
26/07/2018,97,82.5,70,
27/07/2018,99,83.1,70,
28/07/2018,77,72.5,68,
29/07/2018,81,70.5,57,
30/07/2018,86,77.9,66,
31/07/2018,79,72.1,64,
1/8/2018,82,72.2,59,
2/8/2018,84,75.2,66,
3/8/2018,91,78.5,66,
4/8/2018,88,76.1,64,
5/8/2018,82,72.4,63,
6/8/2018,91,76.6,61,
7/8/2018,95,81.4,61,
8/8/2018,75,69.6,61,
9/8/2018,72,63.8,57,
10/8/2018,72,62.9,55,
11/8/2018,70,61.4,55,
12/8/2018,82,70,55,
13/08/2018,72,66.9,64,
14/08/2018,73,66.6,61,
15/08/2018,72,66.7,63,
16/08/2018,79,68.8,63,
17/08/2018,73,65.6,57,
18/08/2018,72,64.6,55,
19/08/2018,75,67.5,59,
20/08/2018,73,69,66,
21/08/2018,79,70.9,61,
22/08/2018,75,69.5,61,
23/08/2018,73,65.9,57,
24/08/2018,68,63.4,61,
25/08/2018,64,57.8,54,
26/08/2018,66,57.3,43,
27/08/2018,66,63.3,57,
28/08/2018,70,63.5,55,
29/08/2018,68,59.3,52,
30/08/2018,70,62.5,57,
31/08/2018,66,59.3,52,
1/9/2018,70,59.1,46,
2/9/2018,73,62.5,50,
3/9/2018,68,64.4,61,
4/9/2018,75,68.3,64,
5/9/2018,77,68.8,64,
6/9/2018,70,65,59,
7/9/2018,64,59.9,57,
8/9/2018,66,59.3,52,
9/9/2018,77,66.8,59,
10/9/2018,73,65.2,59,
11/9/2018,77,67.2,59,
12/9/2018,66,61.7,57,
13/09/2018,68,59.3,54,
14/09/2018,66,56.4,43,
15/09/2018,68,59.5,50,
16/09/2018,73,60,48,
17/09/2018,79,62.2,48,
18/09/2018,77,66.8,54,
19/09/2018,75,67,55,
20/09/2018,77,68.5,61,
21/09/2018,70,62.8,57,
22/09/2018,59,55,52,
23/09/2018,54,51.9,50,
24/09/2018,57,51,43,
25/09/2018,61,49.5,37,
26/09/2018,66,52.6,39,
27/09/2018,72,55.6,41,
28/09/2018,63,55,45,
29/09/2018,59,49.5,39,
30/09/2018,63,50.2,34,
1/10/2018,57,51.9,48,
2/10/2018,63,53.9,46,
3/10/2018,61,57,52,
4/10/2018,66,58.6,50,
5/10/2018,72,56.3,43,
6/10/2018,73,58.7,45,
7/10/2018,59,54.4,48,
8/10/2018,63,50.1,37,
9/10/2018,66,52,39,
10/10/2018,73,57.2,41,
11/10/2018,75,63.8,52,
12/10/2018,75,65.8,55,
13/10/2018,79,67.1,59,
14/10/2018,75,63.8,54,
15/10/2018,75,62.3,52,
16/10/2018,75,59.7,48,
17/10/2018,68,58.8,50,
18/10/2018,63,57,52,
19/10/2018,61,55.1,50,
20/10/2018,59,49.4,39,
21/10/2018,61,50.2,39,
22/10/2018,61,54.6,41,
23/10/2018,59,51.7,39,
24/10/2018,59,58,55,
25/10/2018,57,54.4,52,
26/10/2018,54,49.6,45,
